85 38 75 132 54 7 147 46 19 131 171 318 145 75 7 25 183 188
89 38 77 161 62 7 149 45 19 129 174 327 153 71 6 21 188 193
100 47 88 190 60 10 171 38 21 155 186 440 169 59 15 18 201 210
87 41 66 140 58 6 148 46 19 136 164 318 178 79 19 2 181 185
105 51 105 197 60 11 191 35 22 162 207 545 194 64 18 4 196 205
94 40 85 186 62 9 169 39 20 139 184 430 133 61 2 9 200 210
108 51 100 206 63 10 196 34 23 159 214 576 201 65 7 16 194 205
100 43 92 197 62 10 180 36 21 143 200 489 153 64 6 9 195 205
100 54 102 206 65 10 198 33 23 164 224 587 240 72 4 11 187 196
105 45 100 195 61 10 198 33 23 149 214 586 186 67 8 5 192 200
107 53 108 211 63 11 219 31 25 168 228 704 198 69 10 21 190 203
97 41 88 184 59 9 175 38 21 140 192 459 147 63 1 5 196 205
105 54 108 234 70 12 215 31 24 168 226 687 228 68 4 22 189 201
102 48 105 214 64 10 201 33 23 152 214 600 178 64 0 25 192 204
96 40 78 170 58 7 174 38 21 139 197 455 160 68 3 29 191 200
115 51 100 201 60 12 196 34 23 162 207 573 184 62 22 1 198 208
103 53 106 172 55 10 212 32 24 168 220 660 223 73 16 24 187 197
98 38 78 191 65 8 169 39 20 136 197 430 141 67 9 20 192 199
91 36 83 162 61 8 142 47 19 128 163 298 137 63 0 31 193 200
109 47 96 206 64 9 198 33 23 150 219 586 191 70 4 13 190 198
107 54 96 201 62 12 218 31 24 170 221 694 217 71 2 21 187 198
103 51 105 174 56 11 210 32 24 163 222 650 222 73 8 9 187 196
79 38 55 120 55 5 142 48 19 128 153 295 145 81 4 2 180 183
93 42 98 192 63 9 185 36 22 138 206 508 173 70 10 21 189 197
92 46 83 154 56 6 160 41 20 148 185 382 184 71 10 5 186 191
93 39 87 183 64 8 169 40 20 134 200 422 149 72 7 25 188 195
106 54 101 222 67 12 222 30 25 173 228 721 200 70 3 4 187 201
93 44 98 197 62 11 183 36 22 146 202 505 152 64 4 14 195 204
104 54 100 186 61 10 216 31 24 173 225 686 220 74 5 11 185 195
99 53 105 219 66 11 204 32 23 165 221 623 224 68 0 6 191 201
106 53 98 176 54 10 216 31 24 171 235 691 218 74 1 9 187 197
92 38 71 174 66 7 154 43 19 133 181 355 130 70 4 24 189 195
86 40 62 140 62 7 150 45 19 133 165 330 173 82 2 3 180 185
89 42 80 151 62 6 144 46 19 139 166 308 170 74 17 13 185 189
86 36 77 165 60 7 150 45 19 128 174 331 131 66 0 32 196 203
90 43 72 172 59 8 154 42 19 144 174 360 158 61 15 9 203 209
98 39 81 191 64 9 166 40 20 138 184 415 131 62 8 19 197 205
90 36 74 171 60 8 157 42 19 128 177 367 123 61 6 21 197 204
86 41 66 133 56 6 136 49 18 136 155 274 162 74 5 14 183 189
86 41 64 148 61 5 150 45 19 138 165 333 173 80 5 8 182 185
100 52 104 189 59 10 208 32 24 163 220 642 197 70 1 22 187 198
91 39 83 176 59 7 169 39 20 132 190 426 142 67 0 24 192 199
85 34 53 127 58 6 116 58 17 121 137 197 127 70 3 20 185 189
91 36 77 157 56 7 155 42 19 126 177 361 123 65 8 15 195 201
83 37 54 118 55 4 129 52 18 127 146 245 140 81 4 13 180 184
103 49 100 194 60 10 185 35 22 160 202 518 178 62 13 8 198 208
98 50 90 192 63 9 177 37 21 155 195 472 197 65 10 1 193 201
87 37 60 132 57 6 128 52 18 129 154 243 132 71 1 14 186 192
82 36 54 117 53 7 125 54 18 126 146 229 128 78 1 5 180 184
99 43 89 195 63 8 186 35 22 144 210 521 166 68 6 13 191 199
90 49 83 187 63 7 176 37 21 154 205 467 222 70 1 2 189 195
86 38 86 175 60 9 170 39 21 134 191 433 138 68 1 28 191 199
89 45 77 188 64 9 161 41 20 151 190 390 174 66 4 2 194 201
93 34 72 144 56 6 133 50 18 123 158 263 125 63 5 20 200 206
90 34 66 158 59 7 140 47 18 124 165 298 117 61 1 3 201 207
84 38 83 141 54 7 149 45 19 132 177 327 149 74 6 29 185 191
101 52 101 197 62 9 188 35 22 162 208 527 203 67 14 15 193 202
106 52 101 213 64 11 201 33 23 158 214 607 204 65 2 4 192 204
97 55 104 219 71 9 211 32 24 171 222 658 223 74 1 24 186 196
104 55 100 201 66 10 214 31 24 173 224 680 221 74 1 1 185 194
97 45 76 175 60 9 157 42 20 149 180 370 169 63 16 12 198 206
101 51 112 201 59 11 214 32 24 162 223 667 194 65 0 36 190 206
95 37 71 171 61 9 157 43 20 134 178 365 125 63 5 40 196 208
85 40 75 137 56 7 152 44 19 134 173 339 160 76 7 16 182 187
89 36 69 162 63 6 140 48 18 131 164 291 126 66 1 38 193 204
88 48 90 178 60 8 175 38 21 152 200 460 198 68 13 16 192 199
104 49 105 209 61 11 207 32 24 157 217 637 168 64 0 19 193 207
96 37 74 187 68 8 159 42 20 134 183 378 134 69 3 16 190 197
94 43 69 161 59 7 152 43 19 143 175 349 187 67 12 11 193 198
104 54 101 197 64 11 213 31 24 172 218 669 222 74 14 4 187 196
89 43 77 147 54 8 144 46 19 146 163 308 174 64 13 5 194 201
90 36 85 184 64 6 160 41 20 125 187 385 139 66 9 31 195 203
97 53 105 225 71 12 221 30 25 167 226 713 202 70 3 20 186 200
108 56 103 234 73 10 221 30 25 174 232 718 214 73 8 3 187 197
86 40 63 135 56 5 133 50 18 135 152 262 166 70 9 2 187 191
95 46 104 208 66 9 191 35 22 148 210 543 169 68 0 28 190 200
85 40 66 136 58 6 142 48 19 137 164 295 164 77 2 22 182 186
96 50 94 215 67 9 187 35 22 158 214 525 214 67 8 6 193 201
110 46 100 197 61 9 193 34 22 149 209 561 160 65 11 7 194 203
92 37 80 180 67 8 154 43 19 129 180 353 144 69 6 9 190 195
89 35 52 121 57 4 122 55 17 125 139 220 128 82 5 13 181 184
102 51 104 217 67 10 204 32 23 162 220 621 195 68 3 19 188 197
93 51 90 209 69 8 183 36 22 156 211 506 230 70 6 1 189 196
91 36 72 162 60 8 150 44 19 133 166 334 121 63 2 22 196 205
91 43 72 142 56 7 149 45 19 140 168 327 165 72 13 23 186 191
96 45 101 201 66 9 192 34 22 143 218 552 195 73 3 19 189 197
107 55 103 213 68 11 219 30 25 172 221 709 216 70 10 7 187 197
88 45 82 155 56 8 154 43 19 149 180 357 170 69 3 0 188 193
87 38 71 123 53 8 137 49 18 127 158 277 145 75 0 9 181 186
82 36 51 114 53 4 135 50 18 126 150 268 144 86 15 4 181 182
94 46 77 169 60 8 158 42 20 148 181 373 181 67 12 2 193 199
86 36 78 146 58 7 135 50 18 124 155 270 148 66 0 25 190 195
90 34 66 136 55 6 123 54 17 118 148 224 118 65 5 26 196 202
83 36 54 119 57 6 128 53 18 125 143 238 139 82 6 3 179 183
88 42 77 151 58 8 140 47 18 142 165 293 158 64 10 11 198 205
91 39 83 170 60 8 172 38 21 134 197 445 152 72 0 10 188 194
85 40 72 139 59 5 132 50 18 135 159 260 150 68 3 9 191 195
93 43 76 149 57 7 149 44 19 143 172 335 176 69 14 0 189 194
84 44 77 150 59 5 152 44 19 143 175 344 177 77 8 2 183 187
91 39 88 189 63 9 175 38 21 132 197 457 156 69 0 23 191 198
89 48 85 189 64 8 169 39 20 153 188 427 190 64 16 5 195 201
82 37 66 126 54 7 132 52 18 127 148 252 142 72 17 7 183 187
106 53 98 193 60 10 215 31 24 169 224 681 218 73 8 21 188 197
93 45 81 177 64 7 160 41 20 147 180 383 188 70 11 11 192 199
102 55 101 213 67 12 222 30 25 177 226 719 213 71 2 21 187 199
101 56 101 231 72 10 217 31 24 171 232 698 216 72 2 6 187 197
93 39 63 146 58 7 128 52 18 134 149 246 158 63 9 7 198 204
98 55 104 213 67 9 206 32 23 167 223 629 220 72 5 19 187 196
89 47 83 169 61 8 164 40 20 150 189 402 190 72 7 10 187 193
89 38 82 156 59 8 153 43 19 129 179 351 137 70 1 1 187 192
98 48 101 203 65 9 197 33 23 152 216 584 174 68 2 5 189 197
95 53 95 202 65 10 193 34 22 160 220 559 237 71 3 2 188 196
